Data,Hora UTC,"PRECIPITA TOTAL, HORARIO (mm)",TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)"
2017-01-03,13:00,0,"27,3",25,68,55,58
2017-01-03,14:00,0,"28,6","26,6",58,47,49
2017-01-03,15:00,0,"29,4","28,1",52,46,47
2017-01-03,16:00,0,"30,8","29,1",55,39,39
2017-01-03,17:00,0,"31,8","29,9",53,36,53
2017-01-03,18:00,0,"30,7","26,6",66,50,66
2017-01-03,19:00,11,"26,6","20,3",88,57,88
2017-01-03,20:00,"1,6","20,5",20,91,85,91
2017-01-03,21:00,0,20,"19,7",92,89,92
2017-01-03,22:00,0,20,"19,7",92,91,92
2017-01-03,23:00,0,"20,7","19,9",92,85,87
2017-01-04,00:00,0,"20,3","19,9",90,86,90
2017-01-04,01:00,0,"20,4","19,8",91,85,85
2017-01-04,02:00,0,"20,7","20,2",86,81,81
2017-01-04,03:00,0,"20,6","19,8",88,81,88
2017-01-04,04:00,0,"20,3","19,6",90,86,90
2017-01-04,05:00,0,"19,9","19,5",90,86,87
2017-01-04,06:00,0,"19,9","19,3",91,86,88
2017-01-04,07:00,0,"19,8","19,3",91,88,90
2017-01-04,08:00,0,"20,2","19,5",90,80,81
2017-01-04,09:00,0,"20,3",20,82,79,79
2017-01-04,10:00,0,"20,6","20,3",83,77,78
2017-01-04,11:00,0,"21,5","20,6",87,77,84
2017-01-04,12:00,0,"22,5",21,85,71,71
2017-01-04,13:00,0,"24,3","22,2",73,64,64
2017-01-04,14:00,0,"25,7","24,3",67,60,62
2017-01-04,15:00,0,"26,7","25,5",62,55,57
2017-01-04,16:00,0,"27,6","26,6",59,53,54
2017-01-04,17:00,0,28,"26,6",59,41,41
2017-01-04,18:00,0,"29,9","27,6",52,41,46
2017-01-04,19:00,0,"28,7","26,9",52,45,47
2017-01-04,20:00,0,"28,9","27,9",56,47,55
2017-01-04,21:00,0,"28,5","26,7",56,50,56
2017-01-04,22:00,0,"26,7","24,8",62,56,62
2017-01-04,23:00,0,25,"24,4",64,60,64
2017-01-05,00:00,0,"24,4",24,66,64,64
2017-01-05,01:00,0,"24,7","22,8",78,62,77
2017-01-05,02:00,0,"22,9","22,5",79,77,79
2017-01-05,03:00,0,"22,5","22,3",81,79,81
2017-01-05,04:00,0,"22,4","21,8",82,77,78
2017-01-05,05:00,0,"22,2",22,78,77,77
2017-01-05,06:00,0,"22,8",22,81,76,81
2017-01-05,07:00,0,"22,2","21,4",87,80,87
2017-01-05,08:00,0,"21,6","21,3",87,85,86
2017-01-05,09:00,0,"21,8","21,2",87,82,83
2017-01-05,10:00,0,"22,2","21,3",85,79,81
2017-01-05,11:00,0,"25,8","22,2",81,66,69
2017-01-05,12:00,0,"27,2","25,7",69,56,61
2017-01-05,13:00,0,"28,1","26,5",63,56,58
2017-01-05,14:00,0,"28,3","26,8",63,54,55
2017-01-05,15:00,0,"28,5","27,1",58,48,50
2017-01-05,16:00,0,"29,8","26,8",56,45,51
2017-01-05,17:00,0,"30,4",29,53,42,51
2017-01-05,18:00,0,"29,2","27,4",59,51,57
2017-01-05,19:00,0,"27,5","26,7",61,57,60
2017-01-05,20:00,0,"26,9","26,1",62,59,60
2017-01-05,21:00,0,"26,3","25,9",62,56,56
2017-01-05,22:00,0,"26,3","25,2",62,55,58
2017-01-05,23:00,0,"25,4","23,7",71,58,64
2017-01-06,00:00,0,"24,5","23,4",70,62,67
2017-01-06,01:00,0,"23,9","22,8",76,67,72
2017-01-06,02:00,0,"22,8","21,5",81,72,81
2017-01-06,03:00,0,"21,5","20,7",83,81,81
2017-01-06,04:00,0,"21,6","20,7",81,76,79
2017-01-06,05:00,0,"21,6","20,4",85,76,76
2017-01-06,06:00,0,"21,7",21,80,75,80
2017-01-06,07:00,0,21,"20,4",84,79,84
2017-01-06,08:00,0,"20,5","20,1",86,82,85
2017-01-06,09:00,0,"20,9","20,2",87,81,81
2017-01-06,10:00,0,"21,7","20,9",83,79,80
2017-01-06,11:00,0,"22,4","21,6",80,74,75
2017-01-06,12:00,0,"24,6","22,4",75,65,65
2017-01-06,13:00,0,"27,3","24,5",67,55,60
2017-01-06,14:00,0,"27,7",26,64,54,56
2017-01-06,15:00,0,"28,5","26,9",60,51,53
2017-01-06,16:00,0,"29,1","27,1",62,47,61
2017-01-06,17:00,0,"27,5","26,6",66,58,63
2017-01-06,18:00,0,"26,7","24,8",73,63,70
2017-01-06,19:00,"8,4","24,9",22,92,68,92
2017-01-06,20:00,"3,4","22,3","21,5",93,92,93
2017-01-06,21:00,"1,2","21,8","21,4",93,93,93
2017-01-06,22:00,0,"21,9","21,7",93,93,93
2017-01-06,23:00,0,"21,7","21,4",93,93,93
2017-01-07,00:00,0,"21,4","21,3",93,93,93
2017-01-07,01:00,0,"21,4","21,2",93,92,92
2017-01-07,02:00,0,"21,2","20,7",92,92,92
2017-01-07,03:00,0,"20,8","20,4",92,91,92
2017-01-07,04:00,0,"20,4",20,93,92,93
2017-01-07,05:00,0,20,"19,6",93,93,93
2017-01-07,06:00,0,"19,8","19,5",94,93,94
2017-01-07,07:00,0,"19,9","19,6",94,94,94
2017-01-07,08:00,0,"19,9","19,2",94,93,93
2017-01-07,09:00,0,"19,5","19,2",94,93,94
2017-01-07,10:00,0,21,"19,4",94,94,94
2017-01-07,11:00,0,"22,6","20,7",94,84,86
2017-01-07,12:00,0,"24,5","21,8",86,70,74
2017-01-07,13:00,0,"25,9","23,9",75,65,69
2017-01-07,14:00,0,"27,3","25,5",73,57,57
2017-01-07,15:00,0,"27,5","26,5",64,55,62
2017-01-07,16:00,0,"29,2","27,4",64,49,55
2017-01-07,17:00,0,"29,3","27,7",65,49,64
2017-01-07,18:00,0,"28,4","25,4",73,62,71
2017-01-07,19:00,0,"25,4",23,77,68,76
2017-01-07,20:00,",2",23,"21,5",89,76,89
2017-01-07,21:00,",4","21,5","21,4",90,89,90
2017-01-07,22:00,0,"21,6","21,4",92,90,91
2017-01-07,23:00,0,"21,7","21,4",92,91,92
2017-01-08,00:00,0,"21,5","21,4",93,92,93
2017-01-08,01:00,0,"21,8","21,5",93,93,93
2017-01-08,02:00,0,"22,1","21,8",93,87,88
2017-01-08,03:00,0,"22,1","21,9",88,86,88
2017-01-08,04:00,0,"21,9","21,7",92,88,92
2017-01-08,05:00,0,"21,8","21,4",92,90,90
2017-01-08,06:00,0,"21,4","21,2",90,89,89
2017-01-08,07:00,0,"21,3","20,8",91,88,88
2017-01-08,08:00,0,"20,8","19,9",92,88,92
2017-01-08,09:00,0,"20,4","19,9",93,92,93
2017-01-08,10:00,0,22,"20,4",93,87,87
2017-01-08,11:00,0,"22,9","21,8",87,79,80
2017-01-08,12:00,0,"25,6","22,9",80,66,67
2017-01-08,13:00,0,"27,9","25,5",68,56,57
2017-01-08,14:00,0,30,"27,6",61,51,55
2017-01-08,15:00,0,"30,6","28,9",60,48,50
2017-01-08,16:00,0,"31,8","29,2",56,41,42
2017-01-08,17:00,0,32,"30,1",54,38,41
2017-01-08,18:00,0,"32,3","27,5",61,38,60
2017-01-08,19:00,0,"27,5","26,1",65,59,63
2017-01-08,20:00,0,"26,1","25,3",71,63,70
2017-01-08,21:00,0,"25,3","24,5",74,66,74
2017-01-08,22:00,0,"24,5","23,5",80,74,80
2017-01-08,23:00,0,"23,5","22,8",81,78,80
2017-01-09,00:00,0,"23,1","22,7",85,80,84
2017-01-09,01:00,0,"23,2","22,8",85,82,83
2017-01-09,02:00,0,23,"22,4",88,83,85
2017-01-09,03:00,0,23,22,89,79,89
2017-01-09,04:00,0,23,"22,1",89,76,76
2017-01-09,05:00,0,"22,9","22,5",80,76,79
2017-01-09,06:00,0,"22,7","21,8",85,78,85
2017-01-09,07:00,0,"22,4","21,7",86,79,81
2017-01-09,08:00,0,"22,5","22,1",82,79,79
2017-01-09,09:00,0,"22,5","22,1",83,79,83
2017-01-09,10:00,0,"22,6","22,1",83,79,80
2017-01-09,11:00,0,"23,2","22,6",80,76,77
2017-01-09,12:00,0,"24,5","23,2",77,70,72
2017-01-09,13:00,0,"26,5","24,5",73,63,65
2017-01-09,14:00,0,"28,5","26,1",65,54,56
2017-01-09,15:00,0,"28,7","27,1",61,52,54
2017-01-09,16:00,0,"30,1","28,3",60,49,50
2017-01-09,17:00,0,"31,5","29,2",57,47,57
2017-01-09,18:00,0,"29,5","28,1",62,52,62
2017-01-09,19:00,0,"29,3","28,2",63,55,56
2017-01-09,20:00,0,"29,9","28,4",63,50,63
2017-01-09,21:00,",2","28,4",22,79,62,74
2017-01-09,22:00,0,"24,3","22,9",75,67,74
2017-01-09,23:00,"5,2","23,7","21,5",92,74,92
2017-01-10,00:00,"9,4","21,6","21,3",93,92,93
2017-01-10,01:00,"3,4","21,4","21,1",94,93,94
2017-01-10,02:00,"1,4","21,4","21,2",94,92,93
2017-01-10,03:00,1,"21,3","20,4",93,92,92
2017-01-10,04:00,",2","20,9","20,6",92,88,89
2017-01-10,05:00,0,"20,7","20,3",92,89,92
2017-01-10,06:00,0,"20,3","20,1",93,92,93
2017-01-10,07:00,0,"20,2",20,93,92,92
2017-01-10,08:00,0,"20,2",20,92,91,91
2017-01-10,09:00,0,"20,2",20,92,90,92
2017-01-10,10:00,0,"20,4",20,92,90,90
2017-01-10,11:00,0,22,"20,4",91,81,81
2017-01-10,12:00,0,"23,1","21,9",83,76,79
2017-01-10,13:00,0,"23,9","22,6",81,68,70
2017-01-10,14:00,0,"24,6","23,4",72,64,64
2017-01-10,15:00,0,"27,5","24,2",73,58,61
2017-01-10,16:00,0,"28,5","27,2",65,52,56
2017-01-10,17:00,0,"29,4","27,9",64,53,53
2017-01-10,18:00,0,"30,2","28,6",60,50,55
2017-01-10,19:00,0,"29,8",28,62,53,55
2017-01-10,20:00,0,"30,2","27,3",64,53,64
2017-01-10,21:00,0,28,"26,3",68,59,67
2017-01-10,22:00,0,"26,3","24,9",75,67,75
2017-01-10,23:00,0,"24,9","23,6",78,75,78
2017-01-11,00:00,0,"23,6","22,8",78,73,77
2017-01-11,01:00,0,"23,2","22,7",80,76,80
2017-01-11,02:00,0,"23,3","22,7",84,77,84
2017-01-11,03:00,0,23,"22,6",89,84,87
2017-01-11,04:00,0,"23,3","22,7",87,82,86
2017-01-11,05:00,0,"22,7","22,2",89,83,83
2017-01-11,06:00,0,"22,3","21,7",89,83,89
2017-01-11,07:00,0,22,"21,7",89,85,86
2017-01-11,08:00,0,"21,8","21,3",90,86,89
2017-01-11,09:00,0,"21,9","21,3",90,85,85
2017-01-11,10:00,0,"22,4","21,9",86,83,84
2017-01-11,11:00,0,"23,1","22,4",84,80,80
2017-01-11,12:00,0,"24,4","23,1",80,74,79
2017-01-11,13:00,0,"25,9",24,79,66,69
2017-01-11,14:00,0,"26,3","25,4",70,63,68
2017-01-11,15:00,0,"27,4","25,9",70,62,62
2017-01-11,16:00,0,"29,3","27,4",64,52,54
2017-01-11,17:00,0,"29,5","28,3",57,51,52
2017-01-11,18:00,0,"29,5","24,4",67,49,67
2017-01-11,19:00,0,"24,6","23,3",75,67,74
2017-01-11,20:00,0,"24,4","23,3",77,73,76
2017-01-11,21:00,0,"24,5","23,6",80,76,80
2017-01-11,22:00,"3,4","23,6","22,7",91,80,88
2017-01-11,23:00,0,"22,8","22,6",89,87,89
2017-01-12,00:00,0,"22,8","22,2",90,87,87
2017-01-12,01:00,0,"22,2","21,6",88,86,88
2017-01-12,02:00,0,22,"21,6",89,87,87
2017-01-12,03:00,0,22,"21,8",87,85,87
2017-01-12,04:00,0,"21,8","21,6",87,86,86
2017-01-12,05:00,0,"21,7","21,5",87,84,84
2017-01-12,06:00,0,"21,7","21,3",87,84,86
2017-01-12,07:00,0,"21,3","20,7",92,86,92
2017-01-12,08:00,0,21,"20,7",92,92,92
2017-01-12,09:00,0,21,"20,7",93,92,93
2017-01-12,10:00,0,"21,9",21,93,91,91
2017-01-12,11:00,0,"23,1","21,6",91,81,81
2017-01-12,12:00,0,"24,3","22,9",81,72,72
2017-01-12,13:00,0,"24,7","24,1",77,70,76
2017-01-12,14:00,",2","24,3","23,7",79,73,74
2017-01-12,15:00,0,"24,6","22,3",79,73,76
2017-01-12,16:00,0,"23,6","22,2",80,67,68
2017-01-12,17:00,0,"26,6","23,6",69,53,57
2017-01-12,18:00,0,"26,3","24,4",69,57,62
2017-01-12,19:00,0,"25,5","22,3",76,62,73
2017-01-12,20:00,0,"23,5","22,4",78,71,71
2017-01-12,21:00,0,"23,6","22,4",76,70,76
2017-01-12,22:00,0,"22,7","21,8",85,76,85
2017-01-12,23:00,0,"21,8","21,6",86,83,85
2017-01-13,00:00,"1,2","21,6","20,5",92,85,92
2017-01-13,01:00,0,"20,6","19,8",92,88,88
2017-01-13,02:00,0,"19,9","19,4",90,88,88
2017-01-13,03:00,0,"19,4",19,88,86,88
2017-01-13,04:00,0,19,"18,8",90,88,89
2017-01-13,05:00,0,"18,9","18,4",90,89,90
2017-01-13,06:00,0,"18,5","18,4",90,89,89
2017-01-13,07:00,",2","18,9","18,4",90,89,90
2017-01-13,08:00,",2",19,"18,9",92,90,92
2017-01-13,09:00,0,"19,2",19,93,92,93
2017-01-13,10:00,0,"19,9","19,2",93,87,88
2017-01-13,11:00,0,21,"19,8",88,84,85
2017-01-13,12:00,0,"21,6","20,9",84,79,79
2017-01-13,13:00,0,"22,6","21,5",81,74,77
2017-01-13,14:00,0,"23,3","21,9",79,72,72
2017-01-13,15:00,0,"25,2","23,2",73,62,62
2017-01-13,16:00,0,"27,5","24,7",67,52,54
2017-01-13,17:00,0,"27,3","26,1",62,53,55
2017-01-13,18:00,0,"28,5","26,7",55,45,47
2017-01-13,19:00,0,"29,1","27,8",57,45,53
2017-01-13,20:00,0,"29,3","26,8",62,49,62
2017-01-13,21:00,0,"26,8","24,5",72,62,72
2017-01-13,22:00,0,"24,5",23,77,72,77
2017-01-13,23:00,0,"23,1","22,6",78,76,76
2017-01-14,00:00,0,"22,8","22,4",77,74,77
2017-01-14,01:00,0,"22,4","21,9",82,77,82
2017-01-14,02:00,0,"21,9","21,3",85,82,84
2017-01-14,03:00,0,"21,4",21,86,83,86
2017-01-14,04:00,0,21,"20,5",88,86,88
2017-01-14,05:00,0,"20,5",20,90,88,90
2017-01-14,06:00,0,20,"19,7",92,90,92
2017-01-14,07:00,0,"20,2","19,9",92,91,91
2017-01-14,08:00,0,"20,5","20,2",91,86,86
2017-01-14,09:00,0,"20,6","20,4",87,84,86
2017-01-14,10:00,0,"21,1","20,4",86,82,82
2017-01-14,11:00,0,"22,2","21,1",82,76,76
2017-01-14,12:00,0,"24,1","22,1",78,68,69
2017-01-14,13:00,0,"26,5","23,8",69,57,60
2017-01-14,14:00,0,"27,8","25,9",63,53,55
2017-01-14,15:00,0,"28,5","26,9",55,45,45
2017-01-14,16:00,0,"30,1","28,2",51,39,41
2017-01-14,17:00,0,31,"29,2",48,39,47
2017-01-14,18:00,0,"30,4","28,8",54,39,45
2017-01-14,19:00,0,"30,4","28,8",56,42,50
2017-01-14,20:00,0,"29,3",26,72,50,72
2017-01-14,21:00,0,"25,9","23,9",84,67,84
2017-01-14,22:00,0,"24,1","23,8",84,77,77
2017-01-14,23:00,0,"23,9","23,3",77,75,75
2017-01-15,00:00,0,"23,5","22,9",78,75,78
2017-01-15,01:00,0,"22,9","22,3",80,78,78
2017-01-15,02:00,0,"22,6","22,3",79,76,78
2017-01-15,03:00,0,"22,3",22,81,78,80
2017-01-15,04:00,0,"22,1","21,1",87,80,87
2017-01-15,05:00,0,"21,5","20,6",89,83,89
2017-01-15,06:00,0,"20,6",20,92,89,92
2017-01-15,07:00,0,20,"19,6",93,92,93
2017-01-15,08:00,0,"19,7","19,4",94,93,94
2017-01-15,09:00,0,"19,6",19,94,93,94
2017-01-15,10:00,0,"20,8","18,9",94,93,93
2017-01-15,11:00,0,"22,6","20,7",93,77,78
2017-01-15,12:00,0,"24,2","22,3",80,68,69
2017-01-15,13:00,0,"25,8","24,2",69,62,64
2017-01-15,14:00,0,"28,4","25,4",65,51,55
2017-01-15,15:00,0,"28,7","27,1",58,49,49
2017-01-15,16:00,0,"30,3","28,5",53,43,51
2017-01-15,17:00,0,"31,2","28,6",54,44,53
2017-01-15,18:00,0,"31,1","28,8",57,41,41
2017-01-15,19:00,"2,4","31,5",23,86,40,86
2017-01-15,20:00,"1,2","24,4","22,6",90,83,83
2017-01-15,21:00,0,"24,4","23,6",83,79,82
2017-01-15,22:00,0,"23,7","23,2",82,80,80
2017-01-15,23:00,"7,2","23,3","21,9",92,79,92
2017-01-16,00:00,33,22,"21,2",94,92,94
2017-01-16,01:00,"3,2","21,7",20,94,93,93
2017-01-16,02:00,",2","20,4",20,93,93,93
2017-01-16,03:00,0,21,"20,3",93,92,93
2017-01-16,04:00,",2",21,"20,6",93,92,93
2017-01-16,05:00,0,"20,8","20,4",93,92,92
2017-01-16,06:00,"2,6","20,5",20,92,92,92
2017-01-16,07:00,"1,6","20,4",20,93,92,93
2017-01-16,08:00,18,"20,4","20,1",94,93,94
2017-01-16,09:00,"1,4","20,4","20,1",94,94,94
2017-01-16,10:00,0,"21,3","20,4",94,94,94
2017-01-16,11:00,0,"21,9","21,2",94,87,87
2017-01-16,12:00,0,"23,2","21,9",87,77,77
2017-01-16,13:00,0,"24,1","23,1",79,71,71
2017-01-16,14:00,0,26,24,73,62,63
2017-01-16,15:00,0,27,"25,9",65,59,61
2017-01-16,16:00,0,"28,2","26,6",64,53,57
2017-01-16,17:00,0,29,"26,9",65,53,56
2017-01-16,18:00,9,"28,9","22,1",90,54,90
2017-01-16,19:00,",6","24,2","22,5",91,84,86
2017-01-16,20:00,0,"24,1","23,8",86,81,82
2017-01-16,21:00,0,24,"23,8",85,81,82
2017-01-16,22:00,0,"23,8","20,8",91,82,91
2017-01-16,23:00,"3,2","21,3","20,7",93,91,91
2017-01-17,00:00,8,21,"20,2",93,91,93
2017-01-17,01:00,"2,2","20,6","20,4",94,93,94
2017-01-17,02:00,8,"20,6","20,2",94,94,94
2017-01-17,03:00,"3,2","20,4","20,2",94,94,94
2017-01-17,04:00,",6","20,4","20,2",94,94,94
2017-01-17,05:00,",2","20,4","20,2",94,92,92
2017-01-17,06:00,",6","20,3","20,2",92,91,91
2017-01-17,07:00,",2","20,3","20,2",92,90,91
2017-01-17,08:00,0,"20,3","20,2",91,89,89
2017-01-17,09:00,",2","20,4","20,3",90,89,90
2017-01-17,10:00,2,"20,4","20,3",90,86,89
2017-01-17,11:00,",2",21,"20,4",89,85,85
2017-01-17,12:00,0,"21,5","20,8",87,82,82
2017-01-17,13:00,",4","21,4","21,2",88,82,85
2017-01-17,14:00,",2","21,6","20,8",86,82,86
2017-01-17,15:00,",2","20,8","20,3",86,84,85
2017-01-17,16:00,",4","20,9","20,4",88,85,86
2017-01-17,17:00,0,"22,9","20,9",86,75,75
2017-01-17,18:00,0,"24,3","22,8",76,67,69
2017-01-17,19:00,0,"24,9","23,9",72,65,69
2017-01-17,20:00,0,"24,4","24,2",69,65,66
2017-01-17,21:00,0,"24,5","23,4",76,66,75
2017-01-17,22:00,0,"23,4",23,78,75,78
2017-01-17,23:00,0,23,"22,7",81,77,81
2017-01-18,00:00,",4","22,7","21,7",90,81,90
2017-01-18,01:00,"1,6","21,6",21,93,90,93
2017-01-18,02:00,"1,4","21,2","20,9",93,92,93
2017-01-18,03:00,"1,8","21,2","20,4",93,92,92
2017-01-18,04:00,"4,2","20,7","20,2",93,92,93
2017-01-18,05:00,",6","20,3","20,1",93,92,92
2017-01-18,06:00,0,"20,2",20,92,92,92
2017-01-18,07:00,",2","20,2","20,1",92,92,92
2017-01-18,08:00,0,"20,4","20,2",92,92,92
2017-01-18,09:00,0,"20,5","20,3",92,91,91
2017-01-18,10:00,",4",21,"20,5",92,91,92
2017-01-18,11:00,"8,4",21,"20,5",93,92,93
2017-01-18,12:00,"14,2","20,6","20,2",94,93,94
2017-01-18,13:00,"7,6","21,2","19,9",94,92,92
2017-01-18,14:00,0,"21,8","21,1",92,88,89
2017-01-18,15:00,3,"22,5","21,5",91,84,90
2017-01-18,16:00,"2,8","22,8","21,6",90,82,90
2017-01-18,17:00,"5,2","22,7","21,2",91,84,90
2017-01-18,18:00,10,"21,2","20,1",93,90,92
2017-01-18,19:00,"2,6","20,3","20,1",92,91,92
2017-01-18,20:00,"1,8","20,3","19,9",93,92,92
2017-01-18,21:00,0,"20,4","20,2",92,91,91
2017-01-18,22:00,",2","20,4","20,1",93,91,93
2017-01-18,23:00,0,"20,2",20,94,93,93
2017-01-19,00:00,0,"20,3","20,1",94,93,94
2017-01-19,01:00,0,"20,6","20,2",94,93,94
2017-01-19,02:00,0,"20,6","20,2",94,94,94
2017-01-19,03:00,",2","20,5","20,4",94,93,93
2017-01-19,04:00,",2","20,5","20,4",93,93,93
2017-01-19,05:00,0,"20,4",20,93,93,93
2017-01-19,06:00,0,"20,1",20,93,93,93
2017-01-19,07:00,0,"20,1",20,93,93,93
2017-01-19,08:00,",2","20,1",20,93,93,93
2017-01-19,09:00,0,"20,1",20,94,93,94
2017-01-19,10:00,0,"20,6",20,94,93,93
2017-01-19,11:00,",2","21,4","20,5",93,92,92
2017-01-19,12:00,0,"22,4","21,2",93,89,89
2017-01-19,13:00,0,"22,3","21,6",89,79,79
2017-01-19,14:00,0,"23,5",22,80,71,74
2017-01-19,15:00,0,24,"23,1",77,71,73
2017-01-19,16:00,0,"24,9",24,73,67,71
2017-01-19,17:00,",8","24,5","20,7",90,71,90
2017-01-19,18:00,"16,8","20,8","20,5",93,90,93
2017-01-19,19:00,"3,4","20,8","20,5",94,93,94
2017-01-19,20:00,",4","20,8","19,9",94,91,91
2017-01-19,21:00,",2","19,9","19,5",92,91,92
2017-01-19,22:00,"2,2","19,6","19,4",94,92,94
2017-01-19,23:00,",4","19,4","19,3",94,93,93
2017-01-20,00:00,1,"19,4","19,3",94,93,94
2017-01-20,01:00,",4","19,6","19,4",94,94,94
2017-01-20,02:00,0,"19,4","19,2",94,93,93
2017-01-20,03:00,0,"19,2",19,94,93,93
2017-01-20,04:00,",4","19,1",19,94,93,94
2017-01-20,05:00,",2",19,"18,9",94,94,94
2017-01-20,06:00,1,"18,9","18,8",94,94,94
2017-01-20,07:00,"1,2","18,8","18,7",94,94,94
2017-01-20,08:00,1,"18,7","18,5",95,94,95
2017-01-20,09:00,",6","18,6","18,2",95,95,95
2017-01-20,10:00,2,"18,5","18,1",95,95,95
2017-01-20,11:00,"3,6","18,5","18,4",95,95,95
2017-01-20,12:00,"2,2","19,2","18,5",95,95,95
2017-01-20,13:00,",8","19,8","19,1",95,93,93
2017-01-20,14:00,",6","19,8","19,4",93,91,92
2017-01-20,15:00,",4","20,4","19,6",91,88,88
2017-01-20,16:00,",4","20,8","20,1",89,86,88
2017-01-20,17:00,0,"21,3","20,5",88,84,84
2017-01-20,18:00,0,"22,1",21,85,76,78
2017-01-20,19:00,0,"22,8","21,9",81,70,71
2017-01-20,20:00,0,23,"21,6",72,65,66
2017-01-20,21:00,2,"22,9","19,3",91,66,91
2017-01-20,22:00,"1,2","19,5","19,1",94,91,93
2017-01-20,23:00,",2","19,4","19,2",94,93,94
2017-01-21,00:00,0,"19,6","19,4",94,94,94
2017-01-21,01:00,",8","19,4","19,3",94,93,94
2017-01-21,02:00,1,"19,5","19,3",94,94,94
2017-01-21,03:00,"1,2","19,5","19,3",94,94,94
2017-01-21,04:00,0,"19,4","19,3",94,94,94
2017-01-21,05:00,0,"19,5","19,4",94,94,94
2017-01-21,06:00,",2","19,5","19,5",94,94,94
2017-01-21,07:00,0,"19,5","19,3",94,94,94
2017-01-21,08:00,0,"19,3","19,2",94,94,94
2017-01-21,09:00,0,"19,3","19,1",94,94,94
2017-01-21,10:00,0,"19,5","19,2",94,94,94
