Data,Hora UTC,"PRECIPITA TOTAL, HORARIO (mm)",TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)"
2015-01-01,00:00,0,"25,2","24,5",67,64,67
2015-01-01,01:00,0,"24,7","24,1",70,66,66
2015-01-01,02:00,0,"24,5","23,7",71,66,70
2015-01-01,03:00,0,"24,1",23,74,69,72
2015-01-01,04:00,0,"23,1","21,8",79,72,74
2015-01-01,05:00,0,"23,3",21,78,72,78
2015-01-01,06:00,0,"22,7","20,9",82,75,75
2015-01-01,07:00,0,"22,6","20,7",83,75,78
2015-01-01,08:00,0,"22,5","21,9",79,76,77
2015-01-01,09:00,0,"22,4","21,3",81,77,78
2015-01-01,10:00,0,"24,5","22,2",79,70,70
2015-01-01,11:00,0,26,"24,5",70,63,64
2015-01-01,12:00,0,"28,3",26,64,57,60
2015-01-01,13:00,0,"29,5","28,3",60,50,51
2015-01-01,14:00,0,"30,9",29,53,43,45
2015-01-01,15:00,0,"31,4","30,1",50,41,42
2015-01-01,16:00,0,"31,8","30,7",46,40,42
2015-01-01,17:00,0,"32,9","31,5",45,37,39
2015-01-01,18:00,",6","32,9","26,7",75,37,71
2015-01-01,19:00,0,"31,1","26,9",71,50,51
2015-01-01,20:00,0,"31,4","27,8",58,46,58
2015-01-01,21:00,"8,2","27,8","18,4",93,58,93
2015-01-01,22:00,"1,4","21,5","19,4",93,93,93
2015-01-01,23:00,",8",22,"20,4",93,90,90
2015-01-02,00:00,",8",22,"20,6",92,89,91
2015-01-02,01:00,",4","22,3","21,1",91,84,85
2015-01-02,02:00,",6","22,5","21,8",85,79,81
2015-01-02,03:00,",2","21,9","20,6",87,81,87
2015-01-02,04:00,",4","21,9","20,7",88,82,85
2015-01-02,05:00,",2","21,8","20,6",87,81,81
2015-01-02,06:00,0,"22,4",21,83,78,83
2015-01-02,07:00,0,21,"20,7",89,84,89
2015-01-02,08:00,0,"21,1","20,2",90,88,89
2015-01-02,09:00,0,"22,1","20,8",89,80,80
2015-01-02,10:00,0,"23,2","21,7",83,80,82
2015-01-02,11:00,0,"24,9","23,2",82,69,69
2015-01-02,12:00,0,"26,9","24,8",74,65,71
2015-01-02,13:00,0,"29,6","26,9",71,53,58
2015-01-02,14:00,0,"30,6","29,5",58,50,55
2015-01-02,15:00,0,32,"29,7",57,43,44
2015-01-02,16:00,0,"32,2","30,8",52,43,48
2015-01-02,17:00,0,"32,7","30,5",49,42,46
2015-01-02,18:00,0,"33,4",32,46,37,42
2015-01-02,19:00,0,"33,6","32,3",44,37,41
2015-01-02,20:00,"1,4","32,8","21,5",88,40,88
2015-01-02,21:00,0,"22,9","21,5",89,79,79
2015-01-02,22:00,0,"24,2","22,9",79,72,74
2015-01-02,23:00,0,"24,3","22,5",83,72,83
2015-01-03,00:00,",2","23,2","22,2",86,81,86
2015-01-03,01:00,0,"22,6","22,2",89,86,88
2015-01-03,02:00,0,"22,8","22,4",88,86,86
2015-01-03,03:00,0,"22,5","22,1",89,86,89
2015-01-03,04:00,0,"22,4","21,2",90,89,90
2015-01-03,05:00,0,"21,7","21,2",91,90,91
2015-01-03,06:00,0,"21,7","21,5",91,90,90
2015-01-03,07:00,0,"21,5","21,4",91,89,89
2015-01-03,08:00,0,"21,5","21,2",90,89,90
2015-01-03,09:00,0,"21,7","21,4",91,90,90
2015-01-03,10:00,0,"22,3","21,7",90,88,88
2015-01-03,11:00,0,"23,9","22,1",89,87,87
2015-01-03,12:00,0,"26,8","23,9",87,70,71
2015-01-03,13:00,0,"25,8","24,4",78,71,76
2015-01-03,14:00,0,"27,7","24,8",77,62,68
2015-01-03,15:00,0,"29,3","26,6",70,57,57
2015-01-03,16:00,0,"30,6","29,1",57,47,51
2015-01-03,17:00,0,30,"26,9",67,49,62
2015-01-03,18:00,",6","28,4","23,4",89,62,89
2015-01-03,19:00,"2,8","23,7","22,6",90,88,89
2015-01-03,20:00,",6","22,7","22,1",89,89,89
2015-01-03,21:00,",6","22,3","22,1",90,88,88
2015-01-03,22:00,0,"22,3","21,6",88,87,88
2015-01-03,23:00,0,"21,6","20,4",91,88,91
2015-01-04,00:00,0,"20,5","20,3",92,91,92
2015-01-04,01:00,0,"20,6","20,4",92,92,92
2015-01-04,02:00,0,"20,7","20,6",93,92,93
2015-01-04,03:00,0,"20,8","20,7",93,93,93
2015-01-04,04:00,0,"20,9","20,8",93,93,93
2015-01-04,05:00,0,"20,9","20,5",93,93,93
2015-01-04,06:00,0,21,"20,5",93,93,93
2015-01-04,07:00,0,"20,7","20,6",93,93,93
2015-01-04,08:00,0,"20,6","20,4",93,93,93
2015-01-04,09:00,0,"20,5","20,4",93,93,93
2015-01-04,10:00,0,"20,7","20,4",93,93,93
2015-01-04,11:00,0,22,"20,6",93,90,90
2015-01-04,12:00,0,"23,8","21,7",90,80,80
2015-01-04,13:00,0,"24,6","23,5",81,74,74
2015-01-04,14:00,0,"25,2","24,2",76,68,68
2015-01-04,15:00,0,"27,6",25,68,56,61
2015-01-04,16:00,0,"28,8","26,3",64,53,57
2015-01-04,17:00,0,"27,3","25,7",64,53,63
2015-01-04,18:00,0,"25,8","22,4",74,61,74
2015-01-04,19:00,0,"22,4","21,5",82,73,81
2015-01-04,20:00,0,22,"21,5",81,76,78
2015-01-04,21:00,0,"22,5",22,79,73,74
2015-01-04,22:00,0,"22,6","21,3",81,72,81
2015-01-04,23:00,0,"21,4","20,8",84,81,84
2015-01-05,00:00,0,"21,2","20,7",84,83,83
2015-01-05,01:00,0,"21,2","20,7",85,83,84
2015-01-05,02:00,0,"21,5","21,1",84,80,80
2015-01-05,03:00,0,"21,4","20,1",87,80,87
2015-01-05,04:00,0,"20,2","19,7",90,87,90
2015-01-05,05:00,0,"19,8","19,6",91,90,91
2015-01-05,06:00,0,"19,8","19,5",91,91,91
2015-01-05,07:00,0,20,"19,8",91,91,91
2015-01-05,08:00,0,20,"19,8",91,91,91
2015-01-05,09:00,0,"19,8","19,5",92,91,92
2015-01-05,10:00,0,"21,1","19,6",92,91,91
2015-01-05,11:00,0,23,"21,1",91,75,75
2015-01-05,12:00,0,"24,4","22,7",75,67,67
2015-01-05,13:00,0,"25,9","23,7",71,62,64
2015-01-05,14:00,0,"27,6","25,7",64,54,55
2015-01-05,15:00,0,"29,1","26,9",60,48,51
2015-01-05,16:00,0,"30,7",28,55,44,45
2015-01-05,17:00,0,"30,4","27,5",53,42,51
2015-01-05,18:00,"22,8","27,8","18,6",93,51,93
2015-01-05,19:00,"5,6",21,"18,7",94,93,94
2015-01-05,20:00,"1,8","22,9","20,8",94,86,86
2015-01-05,21:00,1,"23,1","22,8",86,83,84
2015-01-05,22:00,",8","22,8","22,2",86,84,85
2015-01-05,23:00,",8","22,4","22,1",86,84,85
2015-01-06,00:00,",4","22,4","21,9",86,84,85
2015-01-06,01:00,",4","22,1","21,6",88,85,88
2015-01-06,02:00,0,"22,1","21,4",88,84,84
2015-01-06,03:00,0,"21,6",21,84,82,83
2015-01-06,04:00,0,21,"20,5",85,83,83
2015-01-06,05:00,0,"20,8","20,4",83,81,81
2015-01-06,06:00,0,"20,6","19,3",89,82,89
2015-01-06,07:00,0,"19,9","19,6",89,88,89
2015-01-06,08:00,0,20,"18,7",91,88,91
2015-01-06,09:00,0,"19,4","18,9",92,91,92
2015-01-06,10:00,0,"21,3","19,4",92,86,86
2015-01-06,11:00,0,"22,3","20,9",86,79,79
2015-01-06,12:00,0,"24,1","21,9",79,69,71
2015-01-06,13:00,0,"26,1","23,6",72,60,62
2015-01-06,14:00,0,"27,8","26,1",65,54,57
2015-01-06,15:00,0,"29,1","27,5",58,43,51
2015-01-06,16:00,0,"29,9","28,2",51,41,45
2015-01-06,17:00,0,"30,2","28,4",53,43,48
2015-01-06,18:00,0,"30,7","28,4",54,44,50
2015-01-06,19:00,0,"30,4","28,2",56,44,52
2015-01-06,20:00,0,"28,5","26,9",59,52,59
2015-01-06,21:00,0,"26,8","25,1",71,59,71
2015-01-06,22:00,0,"25,8","24,2",75,70,75
2015-01-06,23:00,0,"24,5","23,6",75,65,65
2015-01-07,00:00,0,"23,7","21,2",79,65,79
2015-01-07,01:00,0,"22,4","21,1",80,74,74
2015-01-07,02:00,0,"22,4","20,5",81,73,81
2015-01-07,03:00,0,"21,3",20,83,77,83
2015-01-07,04:00,0,"21,1","20,3",83,78,79
2015-01-07,05:00,0,"20,8","19,6",86,79,86
2015-01-07,06:00,0,"19,8","19,3",88,86,87
2015-01-07,07:00,0,"19,9","18,9",89,87,89
2015-01-07,08:00,0,"19,7","18,7",90,88,90
2015-01-07,09:00,0,"19,2","18,3",91,89,90
2015-01-07,10:00,0,"22,7","18,9",90,78,78
2015-01-07,11:00,0,"25,2","22,7",78,64,64
2015-01-07,12:00,0,"26,9","24,5",66,56,58
2015-01-07,13:00,0,"28,9","26,5",59,49,51
2015-01-07,14:00,0,"30,8","28,7",52,40,43
2015-01-07,15:00,0,32,"29,4",49,37,41
2015-01-07,16:00,0,"32,6","30,5",45,32,40
2015-01-07,17:00,0,"33,6","30,8",46,30,35
2015-01-07,18:00,0,"33,9","32,4",41,30,36
2015-01-07,19:00,0,"32,6","29,3",51,34,47
2015-01-07,20:00,"4,8","31,5","22,7",85,40,85
2015-01-07,21:00,"5,4","22,8","22,2",89,77,78
2015-01-07,22:00,"1,8","22,3","17,8",93,78,93
2015-01-07,23:00,"2,2","19,7","17,5",94,93,94
2015-01-08,00:00,"1,6",20,"19,6",94,93,94
2015-01-08,01:00,"1,6","19,7","18,7",94,93,93
2015-01-08,02:00,"1,2","19,7","18,9",93,92,92
2015-01-08,03:00,"1,2","19,2","18,6",93,92,93
2015-01-08,04:00,1,19,"18,1",93,93,93
2015-01-08,05:00,1,"18,6","17,8",94,93,94
2015-01-08,06:00,",8","18,8","18,3",94,93,93
